group,site,config_a,config_b,representation,legacy_matched_pairs,legacy_nmi_sklearn,legacy_ari_sklearn,metric_status,stored_pairs,stored_nmi,stored_ari,nmi_abs_diff,ari_abs_diff
hill,hill,adaptive_corridor,financial_tail_1h,raw25,692,0.9838146489493972,0.9944054555482565,VALID,692,0.9838146489493972,0.9944054555482564,0.0,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_1h,statistics9,692,0.9818802991545061,0.9911560774021869,VALID,692,0.981880299154506,0.9911560774021868,1.1102230246251565e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_1h,raw_pca6,692,0.9838146489493971,0.9944054555482565,VALID,692,0.983814648949397,0.9944054555482564,1.1102230246251565e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_1h,gaf_pca6,692,0.8789488601575844,0.9129498060782779,VALID,692,0.8789488601575848,0.912949806078278,3.3306690738754696e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_1h,gaf_signed_pca6,692,0.8857546209784599,0.9230408277249915,VALID,692,0.8857546209784604,0.9230408277249916,4.440892098500626e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_1h,event_row_permutation,692,0.006534756496683748,-0.000938556556382608,VALID,692,0.0065347564966841,-0.0009385565563826,3.5214886562329184e-16,7.914675859144182e-18
hill,hill,adaptive_corridor,financial_tail_1h,within_event_time_permutation,692,0.720243133027658,0.8076195537570995,VALID,692,0.720243133027658,0.8076195537570995,0.0,0.0
hill,hill,adaptive_corridor,financial_tail_2h,raw25,185,0.8207296101532013,0.8564794061679725,VALID,185,0.8207296101532011,0.8564794061679724,2.220446049250313e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_2h,statistics9,185,0.7619639130899897,0.7751327615303751,VALID,185,0.7619639130899899,0.7751327615303751,2.220446049250313e-16,0.0
hill,hill,adaptive_corridor,financial_tail_2h,raw_pca6,185,0.8107870625213041,0.8429897433933833,VALID,185,0.8107870625213041,0.8429897433933833,0.0,0.0
hill,hill,adaptive_corridor,financial_tail_2h,gaf_pca6,185,0.44501228606409,0.47256501904307585,VALID,185,0.4450122860640898,0.4725650190430758,1.6653345369377348e-16,5.551115123125783e-17
hill,hill,adaptive_corridor,financial_tail_2h,gaf_signed_pca6,185,0.4297721933013216,0.45891491985203453,VALID,185,0.4297721933013216,0.4589149198520345,0.0,5.551115123125783e-17
hill,hill,adaptive_corridor,financial_tail_2h,event_row_permutation,185,0.04499677175262721,0.01805571044302227,VALID,185,0.0449967717526273,0.0180557104430223,9.020562075079397e-17,2.7755575615628914e-17
hill,hill,adaptive_corridor,financial_tail_2h,within_event_time_permutation,185,0.7312921060279032,0.8312436536521158,VALID,185,0.7312921060279034,0.8312436536521158,2.220446049250313e-16,0.0
hill,hill,adaptive_corridor,financial_tail_4h,raw25,18,1.0,1.0,VALID,18,0.9999999999999998,1.0,2.220446049250313e-16,0.0
hill,hill,adaptive_corridor,financial_tail_4h,statistics9,18,0.7995661159699812,0.7545126353790613,VALID,18,0.7995661159699813,0.7545126353790613,1.1102230246251565e-16,0.0
hill,hill,adaptive_corridor,financial_tail_4h,raw_pca6,18,1.0,1.0,VALID,18,0.9999999999999998,1.0,2.220446049250313e-16,0.0
hill,hill,adaptive_corridor,financial_tail_4h,gaf_pca6,18,0.4375083816996144,0.15419094576423129,VALID,18,0.4375083816996146,0.1541909457642312,1.6653345369377348e-16,8.326672684688674e-17
hill,hill,adaptive_corridor,financial_tail_4h,gaf_signed_pca6,18,0.4375083816996144,0.15419094576423129,VALID,18,0.4375083816996146,0.1541909457642312,1.6653345369377348e-16,8.326672684688674e-17
hill,hill,adaptive_corridor,financial_tail_4h,event_row_permutation,18,0.09233944251056661,-0.1089128305582762,VALID,18,0.0923394425105665,-0.1089128305582761,1.1102230246251565e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,financial_tail_4h,within_event_time_permutation,18,0.8944734093190677,0.9346656418139893,VALID,18,0.8944734093190677,0.9346656418139891,0.0,1.1102230246251565e-16
